"month","site.x","site.y","env_dist","jac","riv_dist"
"Jun","TLM10","TLC01",3.14669635987771,0.828571428571429,1140.76287336858
"Jun","TLM10","TLM01",3.54822291961981,0.916666666666667,1206.98530714007
"Jun","TLM10","TLM06",2.81932600120422,0.886363636363636,531.517962168052
"Jun","TLM10","TLM10",0,0,0
"Jun","TLM10","TLM16",3.34440346186925,0.870967741935484,602.38570436274
"Jun","TLM10","TLM19",3.57092055651552,1,1098.45056994525
"Jun","TLM16","TLA01",3.87380910699361,0.772727272727273,141.522637682088
"Jun","TLM16","TLC01",3.29790338384898,0.838709677419355,1743.14857773132
"Jun","TLM16","TLM01",5.30748758361245,0.785714285714286,1809.37101150281
"Jun","TLM16","TLM06",4.17445224663978,0.810810810810811,1133.90366653079
"Jun","TLM16","TLM10",3.34440346186925,0.870967741935484,602.38570436274
"Jun","TLM16","TLM16",0,0,0
"Jun","TLM16","TLM19",2.46627344795843,0.952380952380952,496.064865582506
"Jun","TLM19","TLA01",4.33019621157648,0.944444444444444,637.587503264594
"Jun","TLM19","TLC01",3.88840057762105,1,2239.21344331383
"Jun","TLM19","TLM01",4.63290290119097,1,2305.43587708532
"Jun","TLM19","TLM06",3.96928396031845,0.941176470588235,1629.9685321133
"Jun","TLM19","TLM10",3.57092055651552,1,1098.45056994525
"Jun","TLM19","TLM16",2.46627344795843,0.952380952380952,496.064865582506
"Jun","TLM19","TLM19",0,0,0
"Aug","TLA01","TLA01",0,0,0
"Aug","TLA01","TLC01",4.96693467160073,0.96,1735.28418015359
"Aug","TLA01","TLM01",4.55979781181035,0.92,1801.50661392508
"Aug","TLA01","TLM06",4.76673195241422,0.870967741935484,1126.03926895306
"Aug","TLA01","TLM10",3.41441977052327,0.88,594.521306785008
"Aug","TLA01","TLM16",3.99566004374738,0.842105263157895,141.522637682088
"Aug","TLA01","TLM19",4.25479786923685,0.9375,637.587503264594
"Aug","TLC01","TLA01",4.96693467160073,0.96,1735.28418015359
"Aug","TLC01","TLC01",0,0,0
"Aug","TLC01","TLM01",4.4077333302063,0.777777777777778,162.487500621642
"Aug","TLC01","TLM06",2.38711618672399,0.71875,609.244911200531
"Aug","TLC01","TLM10",3.18809200846727,0.740740740740741,1140.76287336858
"Aug","TLC01","TLM16",3.63620807319893,0.833333333333333,1743.14857773132
"Aug","TLC01","TLM19",3.32151018988716,0.954545454545454,2239.21344331383
"Aug","TLM01","TLA01",4.55979781181035,0.92,1801.50661392508
"Aug","TLM01","TLC01",4.4077333302063,0.777777777777778,162.487500621642
"Aug","TLM01","TLM01",0,0,0
"Aug","TLM01","TLM06",4.33987607160829,0.833333333333333,675.46734497202
"Aug","TLM01","TLM10",3.41745749669029,0.75,1206.98530714007
"Aug","TLM01","TLM16",5.52505653211042,0.84,1809.37101150281
"Aug","TLM01","TLM19",4.58477439061973,1,2305.43587708532
"Aug","TLM06","TLA01",4.76673195241422,0.870967741935484,1126.03926895306
"Aug","TLM06","TLC01",2.38711618672399,0.71875,609.244911200531
"Aug","TLM06","TLM01",4.33987607160829,0.833333333333333,675.46734497202
"Aug","TLM06","TLM06",0,0,0
"Aug","TLM06","TLM10",2.3596201159974,0.771428571428571,531.517962168052
"Aug","TLM06","TLM16",4.40520423186501,0.806451612903226,1133.90366653079
"Aug","TLM06","TLM19",4.19088550935099,0.967741935483871,1629.9685321133
"Aug","TLM10","TLA01",3.41441977052327,0.88,594.521306785008
"Aug","TLM10","TLC01",3.18809200846727,0.740740740740741,1140.76287336858
"Aug","TLM10","TLM01",3.41745749669029,0.75,1206.98530714007
"Aug","TLM10","TLM06",2.3596201159974,0.771428571428571,531.517962168052
"Aug","TLM10","TLM10",0,0,0
"Aug","TLM10","TLM16",4.33234230312877,0.8,602.38570436274
"Aug","TLM10","TLM19",3.86760731948452,0.958333333333333,1098.45056994525
"Aug","TLM16","TLA01",3.99566004374738,0.842105263157895,141.522637682088
"Aug","TLM16","TLC01",3.63620807319893,0.833333333333333,1743.14857773132
"Aug","TLM16","TLM01",5.52505653211042,0.84,1809.37101150281
"Aug","TLM16","TLM06",4.40520423186501,0.806451612903226,1133.90366653079
"Aug","TLM16","TLM10",4.33234230312877,0.8,602.38570436274
"Aug","TLM16","TLM16",0,0,0
"Aug","TLM16","TLM19",2.05419629917061,0.733333333333333,496.064865582506
"Aug","TLM19","TLA01",4.25479786923685,0.9375,637.587503264594
"Aug","TLM19","TLC01",3.32151018988716,0.954545454545454,2239.21344331383
"Aug","TLM19","TLM01",4.58477439061973,1,2305.43587708532
"Aug","TLM19","TLM06",4.19088550935099,0.967741935483871,1629.9685321133
"Aug","TLM19","TLM10",3.86760731948452,0.958333333333333,1098.45056994525
"Aug","TLM19","TLM16",2.05419629917061,0.733333333333333,496.064865582506
"Aug","TLM19","TLM19",0,0,0
"Jan","TLA01","TLA01",0,0,0
"Jan","TLA01","TLC01",3.2543035794581,0.869565217391304,1735.28418015359
"Jan","TLA01","TLM01",4.41838435665206,0.714285714285714,1801.50661392508
"Jan","TLA01","TLM06",2.799623280282,0.8125,1126.03926895306
"Jan","TLA01","TLM10",3.18747832236215,0.833333333333333,594.521306785008
"Jan","TLA01","TLM16",3.69954928603497,0.538461538461538,141.522637682088
"Jan","TLA01","TLM19",4.25021447424263,0.769230769230769,637.587503264594
"Jan","TLC01","TLA01",3.2543035794581,0.869565217391304,1735.28418015359
"Jan","TLC01","TLC01",0,0,0
"Jan","TLC01","TLM01",4.15127301651465,0.818181818181818,162.487500621642
"Jan","TLC01","TLM06",3.16139024912218,0.826086956521739,609.244911200531
"Jan","TLC01","TLM10",2.66300528433588,0.84,1140.76287336858
"Jan","TLC01","TLM16",4.50431690983479,0.826086956521739,1743.14857773132
"Jan","TLC01","TLM19",5.0564913943665,0.8,2239.21344331383
"Jan","TLM01","TLA01",4.41838435665206,0.714285714285714,1801.50661392508
"Jan","TLM01","TLC01",4.15127301651465,0.818181818181818,162.487500621642
"Jan","TLM01","TLM01",0,0,0
"Jan","TLM01","TLM06",1.86186469933304,0.8125,675.46734497202
"Jan","TLM01","TLM10",3.10079573177136,0.833333333333333,1206.98530714007
"Jan","TLM01","TLM16",5.73734408455972,0.733333333333333,1809.37101150281
"Jan","TLM01","TLM19",5.55361090073702,0.857142857142857,2305.43587708532
"Jan","TLM06","TLA01",2.799623280282,0.8125,1126.03926895306
"Jan","TLM06","TLC01",3.16139024912218,0.826086956521739,609.244911200531
"Jan","TLM06","TLM01",1.86186469933304,0.8125,675.46734497202
"Jan","TLM06","TLM06",0,0,0
"Jan","TLM06","TLM10",2.01313389163328,0.533333333333333,531.517962168052
"Jan","TLM06","TLM16",4.68931541731127,0.888888888888889,1133.90366653079
"Jan","TLM06","TLM19",4.85131010206029,0.9375,1629.9685321133
"Jan","TLM10","TLA01",3.18747832236215,0.833333333333333,594.521306785008
"Jan","TLM10","TLC01",2.66300528433588,0.84,1140.76287336858
"Jan","TLM10","TLM01",3.10079573177136,0.833333333333333,1206.98530714007
"Jan","TLM10","TLM06",2.01313389163328,0.533333333333333,531.517962168052
"Jan","TLM10","TLM10",0,0,0
"Jan","TLM10","TLM16",3.95596759854639,0.842105263157895,602.38570436274
"Jan","TLM10","TLM19",4.7634119333382,0.88235294117647,1098.45056994525
"Jan","TLM16","TLA01",3.69954928603497,0.538461538461538,141.522637682088
"Jan","TLM16","TLC01",4.50431690983479,0.826086956521739,1743.14857773132
"Jan","TLM16","TLM01",5.73734408455972,0.733333333333333,1809.37101150281
"Jan","TLM16","TLM06",4.68931541731127,0.888888888888889,1133.90366653079
"Jan","TLM16","TLM10",3.95596759854639,0.842105263157895,602.38570436274
"Jan","TLM16","TLM16",0,0,0
"Jan","TLM16","TLM19",3.34722376280082,0.692307692307692,496.064865582506
"Jan","TLM19","TLA01",4.25021447424263,0.769230769230769,637.587503264594
"Jan","TLM19","TLC01",5.0564913943665,0.8,2239.21344331383
"Jan","TLM19","TLM01",5.55361090073702,0.857142857142857,2305.43587708532
"Jan","TLM19","TLM06",4.85131010206029,0.9375,1629.9685321133
"Jan","TLM19","TLM10",4.7634119333382,0.88235294117647,1098.45056994525
"Jan","TLM19","TLM16",3.34722376280082,0.692307692307692,496.064865582506
"Jan","TLM19","TLM19",0,0,0
