"TLA01","TLC01","TLM01","TLM06","TLM10","TLM16","TLM19"
0,7.45892647156415,7.49637860152478,7.02646168282781,6.38775655532882,4.95245968790627,6.45769152763618
7.45892647156415,0,5.09060107955992,6.41222033990668,7.03945250474807,7.46344828441796,7.71387994180676
7.49637860152478,5.09060107955992,0,6.51540481422141,7.0958810479829,7.50073455640815,7.74302503824124
7.02646168282781,6.41222033990668,6.51540481422141,0,6.27573699244718,7.03342153053001,7.39631598816249
6.38775655532882,7.03945250474807,7.0958810479829,6.27573699244718,0,6.40089794506655,7.00165589303822
4.95245968790627,7.46344828441796,7.50073455640815,7.03342153053001,6.40089794506655,0,6.2067066955584
6.45769152763618,7.71387994180676,7.74302503824124,7.39631598816249,7.00165589303822,6.2067066955584,0
