"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
0,4.79113307935512,5.89473905198991,7.08368522924425,7.15355651010284,7.45892647156415,7.64443866152428,7.69640409362861,7.52116085191564,7.49637860152478,7.39819194490121,7.24282618316924,7.14281787916999,7.02646168282781,6.76855938551144,6.64788668656981,6.38775655532882,6.17492902787361,5.87521082371356,5.1213047179399,4.95245968790627,5.80046292343975,6.20244453749537,6.45769152763618,6.76533825440838,5.4247601735405,6.55297684127845
4.79113307935512,0,5.49176146556048,7.1799116656864,7.24357240841347,7.52602908373259,7.70049136795061,7.74969265331261,7.58433983528787,7.56109264574003,7.46935019821787,7.32546331267691,7.23376274442678,7.12807647188182,6.8982051514185,6.7930071386992,6.57222528748882,6.39857276132288,6.16654638514129,5.66293129388908,5.56819332667523,6.11122397425988,6.42063448741533,6.63071670986257,6.89537624335599,5.85046150087102,6.71145637776052
5.89473905198991,5.49176146556048,0,7.34953727228783,7.40352866056979,7.6489334059154,7.80470728962012,7.84914568489706,7.70067171669182,7.68000411601754,7.59897621553311,7.47372885676697,7.39517512553918,7.30596837906869,7.11735118656597,7.03374894346674,6.86447544805789,6.73776259002149,6.57816978661671,6.27415148673427,6.22385462767654,6.54185875563094,6.75352790944929,6.90846459817407,7.1150796279698,6.38025638738116,6.97021434101621
7.08368522924425,7.1799116656864,7.34953727228783,0,4.45772370333319,6.4571943152366,6.89869636921537,7.00525181718157,6.61833328355164,6.55605792543575,6.28229578939178,5.70386878446785,5.11784014932785,4.19442007657654,5.77547335172204,6.04311161955162,6.39331182678946,6.5678048607534,6.72893335681105,6.93225342782118,7.09025926011951,7.23644645740126,7.3477192967048,7.43619513417126,7.5631776450714,7.1590221958121,6.41455856624988
7.15355651010284,7.24357240841347,7.40352866056979,4.45772370333319,0,6.58418544560187,6.98218799725135,7.08061427917326,6.72741622068721,6.6717593145962,6.43182435755943,5.95665764389938,5.53443716897608,5.02786025183341,6.01270687333333,6.22948189086367,6.52813931430391,6.6822294876827,6.82713687750214,7.01309819470581,7.15968824222288,7.29671129349887,7.40180631963604,7.48581403445733,7.60700712102098,7.22398403688661,6.54673087875673
7.45892647156415,7.52602908373259,7.6489334059154,6.4571943152366,6.58418544560187,0,5.86848141936327,6.14233211396311,4.7133573432815,5.09060107955992,4.62746996428106,5.82080869537938,6.1533627630112,6.41222033990668,6.76299144601943,6.87122745304142,7.03945250474807,7.13467988351422,7.22924762746272,7.35738421072882,7.46344828441796,7.56635161372267,7.64758611998272,7.71387994180676,7.81152209401368,7.51129654668876,7.05064344182008
7.64443866152428,7.70049136795061,7.80470728962012,6.89869636921537,6.98218799725135,5.86848141936327,0,4.71335734328586,5.4901180465672,6.24649222123282,6.12241925543665,6.53807629711022,6.71417982391875,6.87000807752455,7.10573529953615,7.18375135934136,7.3095297893729,7.38302420712173,7.45754921059566,7.56083110794226,7.64819627169451,7.73446692046568,7.80355445815721,7.86054181334782,7.94541262155244,7.6881320255157,7.31808335161985
7.69640409362861,7.74969265331261,7.84914568489706,7.00525181718157,7.08061427917326,6.14233211396311,4.71335734328586,0,5.86848141936464,6.44194215363633,6.3410505767021,6.68758446866726,6.8410098283723,6.97950086434464,7.19320761735703,7.2649179316492,7.38143958432053,7.45000533601253,7.51986674505665,7.61720258876405,7.69997176375897,7.78206313375339,7.84804298943843,7.90261705261739,7.98412963153437,7.73793019309233,7.38940201258821
7.52116085191564,7.58433983528787,7.70067171669182,6.61833328355164,6.72741622068721,4.7133573432815,5.4901180465672,5.86848141936464,0,5.61281100256714,5.36448263130381,6.1062883157751,6.36599241617579,6.58018208126478,6.88413063544612,6.98059384583926,7.13264809949214,7.21975981484044,7.30694076469167,7.4260465469211,7.52541040930644,7.62242129246652,7.69939240798831,7.76244251485723,7.8556652440154,7.57044762125968,7.14284827503079
7.49637860152478,7.56109264574003,7.68000411601754,6.55605792543575,6.6717593145962,5.09060107955992,6.24649222123282,6.44194215363633,5.61281100256714,0,5.12680198097611,6.00009496112013,6.28510134093874,6.51540481422141,6.83674148189949,6.93765741978607,7.0958810479829,7.1861122803859,7.27614614353977,7.39875737436383,7.50073455640815,7.60005253472606,7.67869807449913,7.74302503824124,7.83799147383971,7.54687135938036,7.1064612196744
7.39819194490121,7.46935019821787,7.59897621553311,6.28229578939178,6.43182435755943,4.62746996428106,6.12241925543665,6.3410505767021,5.36448263130381,5.12680198097611,0,5.4595414446622,5.90819488224314,6.22849104976303,6.63722078196368,6.75911168491858,6.94554019810526,7.0496716253365,7.1522135885998,7.28993491585675,7.40299622002857,7.51197474449826,7.59755986450808,7.66713879589882,7.76922246081868,7.4537517851698,6.95782629044362
7.24282618316924,7.32546331267691,7.47372885676697,5.70386878446785,5.95665764389938,5.82080869537938,6.53807629711022,6.68758446866726,6.1062883157751,6.00009496112013,5.4595414446622,0,4.89073667586171,5.60580294721518,6.26906206985893,6.44076565357722,6.68899983803633,6.82164232530531,6.94883942941369,7.11516422489929,7.24843572447372,7.37452478857979,7.47212337196957,7.5506448243183,7.66464728187472,7.30742910190682,6.70485066592313
7.14281787916999,7.23376274442678,7.39517512553918,5.11784014932785,5.53443716897608,6.1533627630112,6.71417982391875,6.8410098283723,6.36599241617579,6.28510134093874,5.90819488224314,4.89073667586171,0,4.93410469795646,5.97870950018358,6.20220153479846,6.50797395943075,6.66496886055707,6.81222212480569,7.00073011323363,7.14901560778963,7.28741166433537,7.39343832415482,7.47812289707735,7.60019682422409,7.21397934928629,6.52694066589222
7.02646168282781,7.12807647188182,7.30596837906869,4.19442007657654,5.02786025183341,6.41222033990668,6.87000807752455,6.97950086434464,6.58018208126478,6.51540481422141,6.22849104976303,5.60580294721518,4.93410469795646,0,5.54510594109325,5.87179760995045,6.27573699244718,6.47001026334484,6.64631199478926,6.8653543629802,7.03342153053002,7.18753132669173,7.30406936856475,7.39631598816249,7.52813849070981,7.10606331695503,6.29960320175578
6.76855938551144,6.8982051514185,7.11735118656597,5.77547335172204,6.01270687333333,6.76299144601943,7.10573529953615,7.19320761735703,6.88413063544612,6.83674148189949,6.63722078196368,6.26906206985893,5.97870950018358,5.54510594109325,0,4.59415634242906,5.61871925833424,5.96488608851346,6.24214125069336,6.55465071876982,6.777557718095,6.97246737734431,7.11505752974305,7.22547189218748,7.38004307602656,6.87042327337736,5.66425884531879
