COMMONNAME
UNKNOWN_CYPRINELLA
UNKNOWN_ESOX
UNKNOWN_ETHEOSTOMA
UNKNOWN_FUNDULUS
UNKNOWN_GAMBUSIA
UNKNOWN_GOBY
UNKNOWN_HERRING
UNKNOWN_HYBOGNATHUS
UNKNOWN_HYBOPSIS
UNKNOWN_ICHTHYOMYZON
UNKNOWN_LAMPREY
UNKNOWN_LEPISOSTEUS
UNKNOWN_LEPOMIS
UNKNOWN_LORICARIIDAE
UNKNOWN_MINNOW
UNKNOWN_MORONE
UNKNOWN_MOXOSTOMA
UNKNOWN_NOTROPIS
UNKNOWN_NOTURUS
UNKNOWN_PHOXINUS
UNKNOWN_SALAMANDER
UNKNOWN_SILVERSIDE
UNKNOWN_SUCKER
UNKNOWN_TEMPERATE_BASS
UNKNOWN_TROUT
UTAH_CHUB
UTAH_SUCKER
VARIEGATE_DARTER
V-LIP_REDHORSE
WALLEYE
WARMOUTH
WARPAINT_SHINER
WEDGESPOT_SHINER
WEED_SHINER
WESTERN_BLACKNOSE_DACE
WESTERN_BROOK_LAMPREY
WESTERN_MOSQUITOFISH
WESTERN_SAND_DARTER
WESTERN_SILVERY_MINNOW
WESTERN_TOAD
WESTRIM_DARTER
WESTSLOPE_CUTTHROAT_TROUT
WHITE_BASS
WHITE_CATFISH
WHITE_CRAPPIE
WHITE_MULLET
WHITE_PERCH
WHITE_SHINER
WHITE_SUCKER
WHITEFIN_SHINER
WHITEMOUTH_SHINER
WHITETAIL_SHINER
WIPER
WOUNDED_DARTER
YAZOO_SHINER
YELLOW_BASS
YELLOW_BULLHEAD
YELLOW_PERCH
YELLOWFIN_GOBY
YELLOWFIN_MOJARRA
YELLOWFIN_SHINER
YOKE_DARTER
