COMMONNAME
ALABAMA_HOG_SUCKER
ALABAMA_SHINER
ALEWIFE
ALLIGATOR_GAR
AMERICAN_BROOK_LAMPREY
AMERICAN_EEL
AMERICAN_SHAD
APALACHEE_SHINER
APALACHICOLA_REDHORSE
ARCTIC_GRAYLING
ARKANSAS_DARTER
ARKANSAS_SADDLED_DARTER
ARROW_DARTER
ATLANTIC_NEEDLEFISH
ATLANTIC_SALMON
ATLANTIC_SALMON_JUVENILE
ATLANTIC_SILVERSIDE
BANDED_DARTER
BANDED_KILLIFISH
BANDED_PYGMY_SUNFISH
BANDED_SCULPIN
BANDED_SUNFISH
BANDFIN_SHINER
BANNERFIN_SHINER
BANTAM_SUNFISH
BAY_ANCHOVY
BAY_WHIFF
BEAUTIFUL_SHINER
BIGEYE_CHUB
BIGEYE_JUMPROCK
BIGEYE_SHINER
BIGHEAD_CARP
BIGMOUTH_BUFFALO
BIGMOUTH_CHUB
BIGMOUTH_SHINER
BIGMOUTH_SLEEPER
BIGSCALE_LOGPERCH
BLACK_BUFFALO
BLACK_BULLHEAD
BLACK_CARP
BLACK_CRAPPIE
BLACK_MADTOM
BLACK_REDHORSE
BLACKBANDED_DARTER
BLACKCHIN_SHINER
BLACKFIN_DARTER
BLACKFIN_SUCKER
BLACKNOSE_SHINER
BLACKSIDE_DACE
BLACKSIDE_DARTER
BLACKSIDE_SNUBNOSE_DARTER
BLACKSPOT_SHINER
BLACKSPOTTED_TOPMINNOW
BLACKSTRIPE_TOPMINNOW
BLACKTAIL_REDHORSE
BLACKTAIL_SHINER
BLACKTAIL_SHINER_X_RED_SHINER
BLACKTIP_JUMPROCK
BLACKTIP_SHINER
BLEEDING_SHINER
BLENNY_DARTER
BLOODFIN_DARTER
BLOTCHED_CHUB
BLUE_CATFISH
BLUE_RIDGE_SCULPIN
BLUE_SUCKER
BLUE_TILAPIA
BLUEBACK_HERRING
BLUEBREAST_DARTER
BLUEFIN_STONEROLLER
BLUEFISH
BLUEGILL
BLUEGILL_HYBRID
BLUEGILL_x_GREEN_SUNFISH
BLUEGILL_x_ORANGESPOTTED_SUNFISH
BLUEGILL_x_REDBREAST_SUNFISH
BLUEHEAD_CHUB
BLUEHEAD_SUCKER
BLUEHEAD_SUCKER_x_WHITE_SUCKER
BLUESIDE_DARTER
BLUESPAR_DARTER
BLUESPOTTED_SUNFISH
BLUESPOTTED_SUNFISH_x_REDSPOTTED_SUNFISH
BLUESTRIPE_DARTER
BLUNTFACE_SHINER
BLUNTNOSE_DARTER
BLUNTNOSE_MINNOW
BLUNTNOSE_SHINER
BONNEVILLE_CUTTHROAT_TROUT
BONYTAIL
BOWFIN
BRASSY_JUMPROCK
BRASSY_MINNOW
BRIDGELIP_SUCKER
BRIDLE_SHINER
BRIGHTEYE_DARTER
BRINDLED_MADTOM
BRONZE_DARTER
BROOK_SILVERSIDE
BROOK_STICKLEBACK
BROOK_TROUT
BROWN_BULLHEAD
BROWN_MADTOM
BROWN_TROUT
BULL_CHUB
BULL_TROUT
BULLFROG
BULLFROG_TADPOLE
BULLHEAD_MINNOW
BURBOT
CAHABA_SHINER
CALIFORNIA_ROACH
CARDINAL_SHINER
CARMINE_SHINER
CAROLINA_DARTER
CENTRAL_MUDMINNOW
CENTRAL_STONEROLLER
CHAIN_PICKEREL
CHANNEL_CATFISH
CHANNEL_DARTER
CHANNEL_SHINER
CHATTAHOOCHEE_SCULPIN
CHEROKEE_DARTER
CHERRYFIN_SHINER
CHESTNUT_LAMPREY
CHICKASAW_DARTER
CHINOOK_SALMON
CHISELMOUTH
CHRISTMAS_DARTER
CHUB_SHINER
CLEAR_CHUB
CLINCH_SCULPIN
COASTAL_CUTTHROAT_TROUT
COASTAL_SHINER
COASTRANGE_SCULPIN
COHO_SALMON
COLDWATER_DARTER
COLORADO_PIKEMINNOW
COLORADO_RIVER_CUTTHROAT_TROUT
COMELY_SHINER
COMMON_CARP
COMMON_SHINER
COMMON_SNOOK
CONGER_EEL
COOSA_CHUB
COOSA_DARTER
COOSA_SHINER
COPPERCHEEK_DARTER
CREEK_CHUB
CREEK_CHUB_x_STRIPED_SHINER
CREEK_CHUBSUCKER
CREOLE_DARTER
CRESCENT_SHINER
CRYSTAL_DARTER
CUTBOW
CUTLIP_MINNOW
CUTTHROAT_TROUT
CYPRESS_DARTER
CYPRESS_MINNOW
DESERT_SUCKER
DIXIE_CHUB
DOLLAR_SUNFISH
DOLLY_VARDEN
DUCK_DARTER
DUSKY_DARTER
DUSKY_SHINER
DUSKYSTRIPE_SHINER
EASTERN_BLACKNOSE_DACE
EASTERN_MOSQUITOFISH
EASTERN_MUDMINNOW
EASTERN_SAND_DARTER
EASTERN_SILVERY_MINNOW
EASTRIM_DARTER
ELEGANT_MADTOM
EMERALD_DARTER
EMERALD_SHINER
EULACHON
FALLFISH
FANTAIL_DARTER
FAT_SNOOK
FATHEAD_MINNOW
FIERYBLACK_SHINER
FINESCALE_DACE
FLAGFIN_SHINER
FLAGFISH
FLANNELMOUTH_SUCKER
FLANNELMOUTH_SUCKER_x_WHITE_SUCKER
FLAT_BULLHEAD
FLATHEAD_CATFISH
FLATHEAD_CHUB
FLIER
FLORIDA_GAR
FRECKLEBELLY_DARTER
FRECKLEBELLY_MADTOM
FRECKLED_MADTOM
FRESHWATER_DRUM
FRESHWATER_GOBY
FRINGED_DARTER
GHOST_SHINER
GILT_DARTER
GIZZARD_SHAD
GLASSY_DARTER
GOLDEN_REDHORSE
GOLDEN_SHINER
GOLDEN_TOPMINNOW
GOLDEYE
GOLDFISH
GOLDSTRIPE_DARTER
GRASS_CARP
GRASS_PICKEREL
GRAVEL_CHUB
GRAY_REDHORSE
GREATER_JUMPROCK
GREATER_REDHORSE
GREEN_SUNFISH
GREEN_SUNFISH_HYBRID
GREEN_SUNFISH_x_LONGEAR_SUNFISH
GREEN_SUNFISH_x_PUMPKINSEED
GREEN_SUNFISH_x_REDBREAST_SUNFISH
GREEN_SUNFISH_x_WARMOUTH
GREENFIN_SHINER
GREENHEAD_SHINER
GREENSIDE_DARTER
GREENTHROAT_DARTER
GUADALUPE_BASS
GULF_DARTER
GULF_KILLIFISH
GULF_LOGPERCH
GULF_MENHADEN
HARDHEAD
HARLEQUIN_DARTER
HEADWATER_CATFISH
HICKORY_SHAD
HIGHBACK_CHUB
HIGHFIN_CARPSUCKER
HIGHFIN_SHINER
HIGHLAND_SHINER
HOGCHOKER
HORNYHEAD_CHUB
HUMPBACK_CHUB
HYBRID_COLORADO_RIVER_CUTTHROAT_TROUT
HYBRID_LEPOMIS
HYBRID_MINNOW
HYBRID_SUNFISH
INLAND_SILVERSIDE
IOWA_DARTER
IRONCOLOR_SHINER
JOHNNY_DARTER
KANAWHA_SCULPIN
KENTUCKY_DARTER
KLAMATH_LARGESCALE_SUCKER
KLAMATH_SMALLSCALE_SUCKER
LADYFISH
LAHONTAN_CUTTHROAT_TROUT
LAHONTAN_REDSIDE
LAHONTAN_SUCKER
LAKE_CHUB
LAKE_CHUBSUCKER
LAKE_STURGEON
LAMPREY_AMMOCOETE
LARGEMOUTH_BASS
LARGESCALE_STONEROLLER
LARGESCALE_SUCKER
LARGESCALED_SPINYCHEEK_SLEEPER
LARGESPRING_GAMBUSIA
LEAST_BROOK_LAMPREY
LEAST_CHUB
LEAST_KILLIFISH
LEATHERSIDE_CHUB
LEOPARD_DACE
LEOPARD_DARTER
LINED_CHUB
LINED_TOPMINNOW
LITTLE_COLORADO_RIVER_SUCKER
LOGPERCH
LONGEAR_SUNFISH
LONGFIN_DACE
LONGFIN_DARTER
LONGHEAD_DARTER
LONGJAW_MINNOW
LONGNOSE_DACE
LONGNOSE_DARTER
LONGNOSE_GAR
LONGNOSE_SHINER
LONGNOSE_SUCKER
LONGNOSE_SUCKER_x_WHITE_SUCKER
LOWLAND_SHINER
MARBLED_SCULPIN
MARGINED_MADTOM
MAYAN_CICHLID
MEXICAN_TETRA
MIMIC_SHINER
MIRROR_CARP
MIRROR_SHINER
MISSISSIPPI_SILVERSIDE
MISSISSIPPI_SILVERY_MINNOW
MISSOURI_SADDLED_DARTER
MOBILE_LOGPERCH
MOONEYE
MOTTLED_SCULPIN
MOUNTAIN_BROOK_LAMPREY
MOUNTAIN_MADTOM
MOUNTAIN_REDBELLY_DACE
MOUNTAIN_SHINER
MOUNTAIN_SUCKER
MOUNTAIN_WHITEFISH
MUD_DARTER
MUD_SUNFISH
MUMMICHOG
MUSKELLUNGE
NAKED_SAND_DARTER
NINESPINE_STICKLEBACK
NO_FISH
NORTHERN_BROOK_LAMPREY
NORTHERN_HOG_SUCKER
NORTHERN_MADTOM
NORTHERN_PIKE
NORTHERN_PIKEMINNOW
NORTHERN_REDBELLY_DACE
NORTHERN_STUDFISH
NOTCHLIP_REDHORSE
NUECES_ROUNDNOSE_MINNOW
OCMULGEE_SHINER
OHIO_LAMPREY
ORANGEBELLY_DARTER
ORANGEFIN_DARTER
ORANGEFIN_SHINER
ORANGESPOTTED_SUNFISH
ORANGETHROAT_DARTER
ORINOCO_SAILFIN_CATFISH
OUACHITA_MADTOM
OZARK_BASS
OZARK_CHUB
OZARK_MADTOM
OZARK_MINNOW
OZARK_SCULPIN
PACIFIC_GIANT_SALAMANDER
PACIFIC_LAMPREY
PADDLEFISH
PAIUTE_SCULPIN
PALLID_SHINER
PALLID_STURGEON
PEALIP_REDHORSE
PEAMOUTH
PEARL_DACE
PIEDMONT_DARTER
PIRATE_PERCH
PLAINS/WESTERN_SILVERY_MINNOW
PLAINS_KILLIFISH
PLAINS_MINNOW
PLAINS_TOPMINNOW
PLATEAU_SHINER
POPEYE_SHINER
POTOMAC_SCULPIN
PRAIRIE_CHUB
PRETTY_SHINER
PRICKLY_SCULPIN
PROSERPINE_SHINER
PUGNOSE_MINNOW
PUMPKINSEED
PUMPKINSEED_x_REDBREAST_SUNFISH
QUILLBACK
RAINBOW_DARTER
RAINBOW_SMELT
RAINBOW_TROUT
RAINBOW_TROUT_(STEELHEAD)
RAZORBACK_SUCKER
RED_DRUM
RED_RIVER_PUPFISH
RED_RIVER_SHINER
RED_SHINER
REDBAND_DARTER
REDBAND_RAINBOW_TROUT
REDBREAST_SUNFISH
REDEAR_SUNFISH
REDEYE_BASS
REDFIN_DARTER
REDFIN_PICKEREL
REDFIN_SHINER
RED-LEGGED_FROG
REDLINE_DARTER
REDLIP_SHINER
REDSIDE_DACE
REDSIDE_SHINER
REDSPOT_DARTER
REDSPOTTED_SUNFISH
REDSPOTTED_SUNFISH_x_SPOTTED_SUNFISH
REDTAIL_CHUB
RETICULATE_SCULPIN
RIBBON_SHINER
RIFFLE_SCULPIN
RIO_GRANDE_CHUB
RIO_GRANDE_CICHLID
RIO_GRANDE_DARTER
RIO_GRANDE_SUCKER
RIVER_CARPSUCKER
RIVER_CHUB
RIVER_DARTER
RIVER_GOBY
RIVER_REDHORSE
RIVER_SHINER
RIVERWEED_DARTER
ROANOKE_BASS
ROANOKE_DARTER
ROANOKE_HOG_SUCKER
ROANOKE_LOGPERCH
ROBUST_REDHORSE
ROCK_BASS
ROCK_DARTER
ROSEFIN_SHINER
ROSYFACE_CHUB
ROSYFACE_SHINER
ROSYSIDE_DACE
ROUGH_SHINER
ROUGHHEAD_SHINER
ROUGH-SKINNED_NEWT
ROUND_GOBY
ROUNDNOSE_MINNOW
ROUNDTAIL_CHUB
SABINE_SHINER
SACRAMENTO_PERCH
SACRAMENTO_PIKEMINNOW
SACRAMENTO_SUCKER
SADDLEBACK_DARTER
SADDLED_MADTOM
SAFFRON_DARTER
SAFFRON_SHINER
SAILFIN_MOLLY
SAILFIN_SHINER
SAND_SHINER
SANDBAR_SHINER
SANTEE_CHUB
SATINFIN_SHINER
SAUGER
SAUGEYE
SAWCHEEK_DARTER
SAWFIN_SHINER
SCALY_SAND_DARTER
SCARLET_SHINER
SEA_LAMPREY
SEMINOLE_KILLIFISH
SHADOW_BASS
SHARPFIN_CHUBSUCKER
SHARPNOSE_DARTER
SHEEPSHEAD_MINNOW
SHIELD_DARTER
SHOAL_BASS
SHOAL_CHUB
SHORTHEAD_REDHORSE
SHORTHEAD_SCULPIN
SHORTNOSE_GAR
SHORTNOSE_STURGEON
SHOVELNOSE_STURGEON
SICKLEFIN_CHUB
SILVER_CARP
SILVER_CHUB
SILVER_LAMPREY
SILVER_REDHORSE
SILVER_SHINER
SILVERBAND_SHINER
SILVERJAW_MINNOW
SILVERSTRIPE_SHINER
SKIPJACK_HERRING
SLENDER_MADTOM
SLENDERHEAD_DARTER
SLIM_MINNOW
SLIMY_SCULPIN
SLOUGH_DARTER
SMALLFIN_REDHORSE
SMALLMOUTH_BASS
SMALLMOUTH_BUFFALO
SMALLMOUTH_REDHORSE
SNAIL_BULLHEAD
SNAKEHEAD
SNUBNOSE_DARTER
SONORA_SUCKER
SOUTHERN_BROOK_LAMPREY
SOUTHERN_FLOUNDER
SOUTHERN_REDBELLY_DACE
SOUTHERN_STUDFISH
SPECKLED_CHUB
SPECKLED_DACE
SPECKLED_DARTER
SPECKLED_KILLIFISH
SPECKLED_MADTOM
SPECKLED_WORM_EEL
SPLENDID_DARTER
SPOT
SPOTFIN_SHINER
SPOTTAIL_DARTER
SPOTTAIL_SHINER
SPOTTED_BASS
SPOTTED_BULLHEAD
SPOTTED_DARTER
SPOTTED_GAR
SPOTTED_SUCKER
SPOTTED_SUNFISH
STARGAZING_DARTER
STARGAZING_MINNOW
STARHEAD_TOPMINNOW
STEELCOLOR_SHINER
STIPPLED_DARTER
STONECAT
STRAWBERRY_DARTER
STREAMLINE_CHUB
STRIPEBACK_DARTER
STRIPED_BASS
STRIPED_DARTER
STRIPED_JUMPROCK
STRIPED_MULLET
STRIPED_SHINER
STRIPETAIL_DARTER
SUCKERMOUTH_CATFISH
SUCKERMOUTH_MINNOW
SUWANNEE_BASS
SWALLOWTAIL_SHINER
SWAMPFISH
SWANNANOA_DARTER
TADPOLE
TADPOLE_MADTOM
TAHOE_SUCKER
TAILED_FROG
TAILED_FROG_(TADPOLE)
TAILLIGHT_SHINER
TALLAPOOSA_DARTER
TALLAPOOSA_SCULPIN
TALLAPOOSA_SHINER
TANGERINE_DARTER
TEARDROP_DARTER
TELESCOPE_SHINER
TENCH
TENNESSEE_DACE
TENNESSEE_DARTER
TENNESSEE_SHINER
TESSELLATED_DARTER
TEXAS_LOGPERCH
TEXAS_SHINER
THINLIP_CHUB
THREADFIN_SHAD
THREESPINE_STICKLEBACK
TIGER_MUSKELLUNGE
TIGER_TROUT
TIPPECANOE_DARTER
TOMBIGBEE_DARTER
TORRENT_SCULPIN
TORRENT_SUCKER
TRICOLOR_SHINER
TROUT-PERCH
TUI_CHUB
TULE_PERCH
TURQUOISE_DARTER
UMATILLA_DACE
UNKNOWN
UNKNOWN_AMEIURUS
UNKNOWN_AMMOCRYPTA
UNKNOWN_BASS
UNKNOWN_CAMPOSTOMA
UNKNOWN_CARPIODES
UNKNOWN_CATOSTOMUS
UNKNOWN_CICHLID
UNKNOWN_COTTUS
